Title,Director,Cast,genres,original_language,overview,popularity,release_date,runtime,title,vote_average,emotion_mood,genre_mood,final_mood
Last Christmas,Paul Feig ,"Emilia Clarke, Henry Golding, Michelle Yeoh, Emma Thompson","Comedy,Romance",en,"Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.",19.199,2019.0,1 hrs 42 min,Last Christmas,7.233,Sad,Happy,Sad
Playing with Fire,Andy Fickman ,"John Cena, Keegan-Michael Key, John Leguizamo, Brianna Hildebrand, Dennis Haysbert, Judy Greer","Family,Comedy",en,A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,15.769,2019.0,1 hrs 36 min,Playing with Fire,6.775,Intense,Happy,Intense
Let It Snow,Luke Snellin ,"Isabela Merced, Shameik Moore, Kiernan Shipka, Odeya Rush, Liv Hewson, Mitchell Hope, Jacob Batalon, Joan Cusack","Romance,Comedy",en,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.",15.826,2019.0,1 hrs 33 min,Let It Snow,6.1,Thrilling,Romantic,Romantic
Midway,Roland Emmerich ,"Ed Skrein, Patrick Wilson, Luke Evans, Aaron Eckhart, Nick Jonas, Mandy Moore, Dennis Quaid, Woody Harrelson, Tadanobu Asano, Darren Criss","Action,Drama,War,History,Adventure",en,"The story of the Battle of Midway, and the leaders and soldiers who used their instincts, fortitude and bravery to overcome massive odds.",43.028,2019.0,2 hrs 18 min,Midway,7.148,Happy,Intense,Intense
Klaus,Sergio Pablos ,"J. K. Simmons, Jason Schwartzman, Rashida Jones, Will Sasso, Neda Margrethe Labba, Sergio Pablos, Norm Macdonald, Joan Cusack","Animation,Family,Adventure,Comedy,Fantasy",en,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",29.161,2019.0,1 hrs 36 min,Klaus,8.256,Thrilling,Adventurous,Adventurous
Honey Boy,Alma Har'el ,"Shia LaBeouf, Lucas Hedges, Noah Jupe, FKA Twigs",Drama,en,"The story of a child star attempting to mend his relationship with his law-breaking, alcohol-abusing father over the course of a decade, loosely based on Shia LaBeouf’s life.",12.541,2019.0,1 hrs 34 min,Honey Boy,7.1,Thrilling,Emotional,Emotional
Noelle,Marc Lawrence ,"Anna Kendrick, Bill Hader, Kingsley Ben-Adir, Billy Eichner, Julie Hagerty, Shirley MacLaine","Family,Comedy,Fantasy",en,"Kris Kringle's daughter, Noelle, sets off on a mission to find and bring back her brother, after he gets cold feet when it's his turn to take over as Santa.",11.404,2019.0,1 hrs 40 min,Noelle,6.628,Intense,Happy,Intense
Ford v Ferrari,James Mangold ,"Matt Damon, Christian Bale, Jon Bernthal, Caitriona Balfe, Tracy Letts, Josh Lucas, Noah Jupe, Remo Girone, Ray McKinnon","Drama,Action,History",en,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",55.574,2019.0,2 hrs 33 min,Ford v Ferrari,8.009,Happy,Emotional,Emotional
Charlie's Angels,Elizabeth Banks ,"Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks, Djimon Hounsou, Sam Claflin, Noah Centineo, Nat Faxon, Patrick Stewart","Action,Adventure,Comedy",en,"When a systems engineer blows the whistle on a dangerous technology, Charlie's Angels from across the globe are called into action, putting their lives on the line to protect society.",42.98,2019.0,1 hrs 58 min,Charlie's Angels,6.498,Intense,Intense,Intense
The Good Liar,Bill Condon ,"Ian McKellen, Helen Mirren, Russell Tovey, Jim Carter",Crime,en,"Career con man Roy sets his sights on his latest mark: recently widowed Betty, worth millions. And he means to take it all. But as the two draw closer, what should have been another simple swindle takes on the ultimate stakes.",17.305,2019.0,1 hrs 49 min,The Good Liar,6.7,Happy,Neutral,Happy
The Report,Scott Z. Burns ,"Adam Driver, Annette Bening, Ted Levine, Michael C. Hall, Tim Blake Nelson, Corey Stoll, Maura Tierney, Jon Hamm","Thriller,Drama",en,"The story of Daniel Jones, lead investigator for the US Senate’s sweeping study into the CIA's Detention and Interrogation Program, which was found to be brutal, immoral and ineffective. With the truth at stake, Jones battled tirelessly to make public what many in power sought to keep hidden.",11.36,2019.0,1 hrs 58 min,The Report,7.042,Intense,Thrilling,Intense
Waves,Trey Edward Shults ,"Kelvin Harrison Jr., Lucas Hedges, Taylor Russell, Alexa Demie, Renée Elise Goldsberry, Sterling K. Brown","Romance,Drama",en,A controlling father’s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.,21.934,2019.0,2 hrs 15 min,Waves,7.4,Thrilling,Romantic,Romantic
Frozen II,"Chris Buck, Jennifer Lee ","Idina Menzel, Kristen Bell, Jonathan Groff, Josh Gad, Sterling K. Brown, Evan Rachel Wood, Alfred Molina, Martha Plimpton, Jason Ritter, Rachel Matthews, Jeremy Sisto, Ciarán Hinds","Family,Animation,Adventure,Comedy,Fantasy",en,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",117.857,2019.0,1 hrs 43 min,Frozen II,7.273,Happy,Adventurous,Adventurous
A Beautiful Day in the Neighborhood,Marielle Heller ,"Tom Hanks, Matthew Rhys, Susan Kelechi Watson, Chris Cooper","Drama,History",en,"An award-winning cynical journalist, Lloyd Vogel, begrudgingly accepts an assignment to write an Esquire profile piece on the beloved television icon Fred Rogers. After his encounter with Rogers, Vogel's perspective on life is transformed.",20.502,2019.0,1 hrs 49 min,A Beautiful Day in the Neighborhood,7.001,Happy,Emotional,Emotional
21 Bridges,Brian Kirk ,"Chadwick Boseman, Sienna Miller, Stephan James, Keith David, Taylor Kitsch, J.K. Simmons","Crime,Action,Drama",en,"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.",31.101,2019.0,1 hrs 39 min,21 Bridges,6.8,Thrilling,Intense,Intense
Dark Waters,Todd Haynes ,"Mark Ruffalo, Anne Hathaway, Tim Robbins, Bill Camp, Victor Garber, Mare Winningham, William Jackson Harper, Bill Pullman","Drama,Thriller",en,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.",22.093,2019.0,2 hrs 7 min,Dark Waters,7.5,Thrilling,Emotional,Emotional
Knives Out,Rian Johnson ,"Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis, Michael Shannon, Don Johnson, Toni Collette, Lakeith Stanfield, Katherine Langford, Jaeden Martell, Christopher Plummer","Comedy,Crime,Mystery",en,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",53.354,2019.0,2 hrs 11 min,Knives Out,7.851,Sad,Happy,Sad
Queen & Slim,Melina Matsoukas ,"Daniel Kaluuya, Jodie Turner-Smith, Bokeem Woodbine, Chloë Sevigny, Flea, Sturgill Simpson, Indya Moore","Drama,Romance,Crime",en,"While on a forgettable first date together in Ohio, a black man and a black woman are pulled over for a minor traffic infraction. The situation escalates, with sudden and tragic results.",12.568,2019.0,2 hrs 11 min,Queen & Slim,7.1,Sad,Emotional,Sad
The Two Popes,Fernando Meirelles ,"Anthony Hopkins, Jonathan Pryce","Drama,Comedy,History",en,"Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.",13.658,2019.0,2 hrs 5 min,The Two Popes,7.5,Intense,Emotional,Intense
Playmobil: The Movie,Lino DiSalvo ,"Anya Taylor-Joy, Daniel Radcliffe, Gabriel Bateman, Jim Gaffigan, Meghan Trainor, Adam Lambert","Family,Animation,Comedy,Adventure",en,Marla is forced to abandon her carefully structured life to embark on an epic journey to find her younger brother Charlie who has disappeared into the vast and wondrous animated world of Playmobil toys.,15.266,2019.0,1 hrs 39 min,Playmobil: The Movie,5.7,Happy,Happy,Happy
The Aeronauts,Tom Harper ,"Felicity Jones, Eddie Redmayne, Himesh Patel, Tom Courtenay","Adventure,Drama,Romance",en,"In 1862, daredevil balloon pilot Amelia Wren teams up with pioneering meteorologist James Glaisher to advance human knowledge of the weather and fly higher than anyone in history. While breaking records and advancing scientific discovery, their voyage to the very edge of existence helps the unlikely pair find their place in the world they have left far below them. But they face physical and emotional challenges in the thin air, as the ascent becomes a fight for survival.",18.287,2019.0,1 hrs 41 min,The Aeronauts,6.8,Thrilling,Adventurous,Adventurous
A Million Little Pieces,Sam Taylor-Johnson ,"Aaron Taylor-Johnson, Billy Bob Thornton, Odessa Young, Giovanni Ribisi, Juliette Lewis, Charlie Hunnam",Drama,en,A young drug-addled writer approaching the bottom of his descent submits to two months of agonizing detox at a treatment center in Minnesota.,11.204,2019.0,1 hrs 53 min,A Million Little Pieces,6.3,Thrilling,Emotional,Emotional
Daniel Isn't Real,Adam Egypt Mortimer ,"Miles Robbins, Patrick Schwarzenegger, Sasha Lane, Mary Stuart Masterson, Hannah Marks, Chukwudi Iwuji, Peter McRobbie","Horror,Mystery",en,"A troubled college freshman, Luke, suffers a violent family trauma and resurrects his childhood imaginary friend Daniel to help him cope.",13.311,2019.0,1 hrs 40 min,Daniel Isn't Real,6.125,Sad,Horror,Sad
Trauma Center,Matt Eskandari ,"Bruce Willis, Nicky Whelan","Action,Thriller",en,"Lt. Wakes is a vengeful police detective determined to solve the murders of his partner and an informant, and joins forces with a witness injured during the shootings. After the killers pursue the witness across the abandoned floor of a hospital, she confirms Wakes's worst fears.",14.298,2019.0,1 hrs 27 min,Trauma Center,5.6,Sad,Intense,Sad
Jumanji: The Next Level,Jake Kasdan ,"Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan, Nick Jonas, Awkwafina, Rory McCann, Alex Wolff, Morgan Turner, Ser'Darius Blain, Madison Iseman, Danny Glover, Danny DeVito","Adventure,Comedy,Fantasy",en,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",55.777,2019.0,2 hrs 3 min,Jumanji: The Next Level,6.937,Happy,Adventurous,Adventurous
Richard Jewell,Clint Eastwood ,"Paul Walter Hauser, Sam Rockwell, Kathy Bates, Jon Hamm, Olivia Wilde","Drama,History,Crime",en,"Richard Jewell thinks quick, works fast, and saves hundreds, perhaps thousands, of lives after a domestic terrorist plants several pipe bombs and they explode during a concert, only to be falsely suspected of the crime by sloppy FBI work and sensational media coverage.",22.026,2019.0,2 hrs 11 min,Richard Jewell,7.437,Thrilling,Emotional,Emotional
6 Underground,Michael Bay ,"Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Adria Arjona, Payman Maadi, Corey Hawkins, Ben Hardy, Dave Franco","Action,Comedy,Thriller",en,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",44.884,2019.0,2 hrs 8 min,6 Underground,6.343,Happy,Intense,Intense
Bombshell,Jay Roach ,"Charlize Theron, Nicole Kidman, Margot Robbie, John Lithgow, Kate McKinnon, Connie Britton, Mark Duplass, Rob Delaney, Malcolm McDowell, Allison Janney",Drama,en,Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.,20.934,2019.0,1 hrs 49 min,Bombshell,6.82,Intense,Emotional,Intense
Uncut Gems,Safdie brothers ,"Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian","Drama,Thriller,Crime",en,"A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win.",32.777,2019.0,2 hrs 16 min,Uncut Gems,7.136,Thrilling,Emotional,Emotional
Seberg,Benedict Andrews ,"Kristen Stewart, Jack O'Connell, Margaret Qualley, Zazie Beetz, Vince Vaughn, Anthony Mackie","Thriller,Drama",en,An ambitious young FBI agent is assigned to investigate iconic actress Jean Seberg when she becomes embroiled in the tumultuous civil rights movement in late 1960s Los Angeles.,11.896,2019.0,1 hrs 43 min,Seberg,5.9,Happy,Thrilling,Thrilling
A Hidden Life,Terrence Malick ,"August Diehl, Valerie Pachner, Matthias Schoenaerts","Drama,War,History",en,Austrian farmer Franz Jägerstätter faces the threat of execution for refusing to fight for the Nazis during World War II.,12.293,2019.0,2 hrs 54 min,A Hidden Life,7.161,Intense,Emotional,Intense
Star Wars: The Rise of Skywalker,J. J. Abrams ,"Carrie Fisher, Mark Hamill, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Anthony Daniels, Naomi Ackie, Domhnall Gleeson, Richard E. Grant, Lupita Nyong'o, Keri Russell, Joonas Suotamo, Kelly Marie Tran, Ian McDiarmid, Billy Dee Williams","Adventure,Action,Science Fiction",en,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",61.062,2019.0,2 hrs 22 min,Star Wars: The Rise of Skywalker,6.382,Happy,Adventurous,Adventurous
Cats,Tom Hooper ,"James Corden, Judi Dench, Jason Derulo, Idris Elba, Jennifer Hudson, Ian McKellen, Taylor Swift, Rebel Wilson, Ray Winstone, Francesca Hayward","Fantasy,Comedy,Drama",en,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,14.767,2019.0,1 hrs 50 min,Cats,4.165,Happy,Whimsical,Whimsical
